category,category,speaker_in_sample_A,sample_A_ID,quality
bonafide,target,LA_0011,LA_E_3914443.wav,6
spoofed,A18,LA_0041,LA_E_8186528.wav,0
bonafide,target,LA_0037,LA_E_7072113.wav,9
bonafide,target,LA_0042,LA_E_1973876.wav,0
bonafide,target,LA_0005,LA_E_3031829.wav,5
bonafide,target,LA_0042,LA_E_2340398.wav,3
spoofed,A08,LA_0009,LA_E_4329641.wav,0
bonafide,target,LA_0040,LA_E_5943410.wav,3
spoofed,A11,LA_0037,LA_E_5412721.wav,4
spoofed,A16,LA_0034,LA_E_7664278.wav,0
bonafide,target,LA_0040,LA_E_2691029.wav,3
spoofed,A12,LA_0022,LA_E_3603912.wav,4
spoofed,A16,LA_0004,LA_E_8178487.wav,0
bonafide,target,LA_0004,LA_E_1547551.wav,4
bonafide,non-target,LA_0060,LA_E_9470174.wav,3
spoofed,A07,LA_0030,LA_E_4857160.wav,3
spoofed,A12,LA_0021,LA_E_5412890.wav,1
bonafide,target,LA_0048,LA_E_2510960.wav,4
bonafide,non-target,LA_0053,LA_E_6784880.wav,5
spoofed,A18,LA_0021,LA_E_8779503.wav,2
bonafide,target,LA_0025,LA_E_7471911.wav,6
spoofed,A12,LA_0044,LA_E_5426865.wav,3
spoofed,A10,LA_0044,LA_E_9142453.wav,7
bonafide,non-target,LA_0052,LA_E_9348004.wav,2
bonafide,target,LA_0005,LA_E_6715486.wav,3
bonafide,non-target,LA_0066,LA_E_4201069.wav,7
bonafide,target,LA_0016,LA_E_5882709.wav,4
bonafide,non-target,LA_0060,LA_E_5033229.wav,6
bonafide,non-target,LA_0060,LA_E_3243149.wav,6
bonafide,target,LA_0031,LA_E_9775379.wav,5
spoofed,A13,LA_0022,LA_E_1202184.wav,0
bonafide,non-target,LA_0052,LA_E_4544320.wav,5
spoofed,A08,LA_0018,LA_E_8315867.wav,2
bonafide,non-target,LA_0063,LA_E_2263934.wav,6
bonafide,non-target,LA_0063,LA_E_1358628.wav,8
bonafide,non-target,LA_0065,LA_E_8610376.wav,3
bonafide,target,LA_0020,LA_E_7268595.wav,8
bonafide,non-target,LA_0059,LA_E_5255380.wav,3
spoofed,A14,LA_0042,LA_E_7755941.wav,3
bonafide,target,LA_0020,LA_E_3489004.wav,6
bonafide,non-target,LA_0064,LA_E_5818354.wav,8
bonafide,non-target,LA_0053,LA_E_8004101.wav,5
spoofed,A09,LA_0020,LA_E_2238543.wav,0
bonafide,non-target,LA_0057,LA_E_6296442.wav,6
bonafide,target,LA_0012,LA_E_9266843.wav,6
bonafide,target,LA_0024,LA_E_6912118.wav,8
bonafide,non-target,LA_0063,LA_E_3466694.wav,6
bonafide,target,LA_0039,LA_E_6673661.wav,8
bonafide,target,LA_0015,LA_E_2912526.wav,3
spoofed,A13,LA_0041,LA_E_8467949.wav,0
bonafide,target,LA_0010,LA_E_3756527.wav,6
spoofed,A08,LA_0017,LA_E_4064846.wav,0
bonafide,target,LA_0001,LA_E_4685541.wav,6
spoofed,A17,LA_0033,LA_E_4780393.wav,0
bonafide,target,LA_0036,LA_E_7407717.wav,6
bonafide,target,LA_0010,LA_E_1320836.wav,8
spoofed,A08,LA_0032,LA_E_3228069.wav,0
bonafide,non-target,LA_0056,LA_E_7735772.wav,5
bonafide,non-target,LA_0056,LA_E_5955665.wav,6
bonafide,non-target,LA_0061,LA_E_5876546.wav,6
bonafide,non-target,LA_0066,LA_E_9367799.wav,6
bonafide,target,LA_0017,LA_E_2089289.wav,8
bonafide,target,LA_0028,LA_E_7673567.wav,7
bonafide,target,LA_0002,LA_E_9112290.wav,6
spoofed,A10,LA_0014,LA_E_4229373.wav,6
spoofed,A19,LA_0030,LA_E_6666998.wav,3
bonafide,target,LA_0022,LA_E_9669594.wav,6
spoofed,A17,LA_0029,LA_E_7564320.wav,0
spoofed,A08,LA_0041,LA_E_4535224.wav,0
spoofed,A10,LA_0032,LA_E_7560685.wav,7
bonafide,non-target,LA_0067,LA_E_4544930.wav,7
spoofed,A10,LA_0009,LA_E_5050924.wav,7
bonafide,target,LA_0016,LA_E_3471963.wav,3
bonafide,non-target,LA_0049,LA_E_9954768.wav,6
bonafide,target,LA_0040,LA_E_2070872.wav,3
bonafide,target,LA_0016,LA_E_8249275.wav,5
bonafide,target,LA_0026,LA_E_8433980.wav,7
spoofed,A16,LA_0015,LA_E_4473353.wav,6
bonafide,non-target,LA_0051,LA_E_5500628.wav,8
bonafide,target,LA_0025,LA_E_2557908.wav,2
bonafide,target,LA_0032,LA_E_7132422.wav,7
bonafide,non-target,LA_0049,LA_E_6394190.wav,8
bonafide,non-target,LA_0056,LA_E_3010572.wav,7
bonafide,target,LA_0013,LA_E_3136426.wav,8
bonafide,target,LA_0048,LA_E_6265563.wav,9
spoofed,A12,LA_0023,LA_E_4179534.wav,4
bonafide,target,LA_0048,LA_E_5344962.wav,3
bonafide,target,LA_0018,LA_E_5976953.wav,7
bonafide,non-target,LA_0050,LA_E_5891428.wav,2
bonafide,target,LA_0048,LA_E_1330872.wav,9
bonafide,target,LA_0003,LA_E_9321526.wav,2
spoofed,A15,LA_0012,LA_E_5316231.wav,3
spoofed,A15,LA_0022,LA_E_8607833.wav,0
bonafide,target,LA_0034,LA_E_6367906.wav,6
spoofed,A13,LA_0028,LA_E_5752917.wav,6
bonafide,non-target,LA_0053,LA_E_5810015.wav,8
spoofed,A16,LA_0034,LA_E_2122674.wav,0
bonafide,target,LA_0047,LA_E_9599675.wav,3
bonafide,non-target,LA_0056,LA_E_5955665.wav,2
spoofed,A19,LA_0041,LA_E_4956857.wav,5
bonafide,target,LA_0025,LA_E_7861904.wav,4
bonafide,target,LA_0003,LA_E_5034226.wav,0
spoofed,A14,LA_0018,LA_E_5324379.wav,5
bonafide,target,LA_0018,LA_E_2544037.wav,6
bonafide,target,LA_0022,LA_E_3787432.wav,3
spoofed,A08,LA_0024,LA_E_6994215.wav,1
spoofed,A09,LA_0025,LA_E_9362924.wav,1
bonafide,target,LA_0017,LA_E_8065085.wav,6
spoofed,A19,LA_0009,LA_E_6733619.wav,0
bonafide,target,LA_0030,LA_E_8978645.wav,6
bonafide,target,LA_0046,LA_E_2100890.wav,2
bonafide,non-target,LA_0053,LA_E_3704118.wav,7
bonafide,target,LA_0007,LA_E_5209836.wav,2
bonafide,target,LA_0048,LA_E_6352182.wav,2
spoofed,A18,LA_0038,LA_E_5212616.wav,0
bonafide,target,LA_0042,LA_E_5989655.wav,7
bonafide,non-target,LA_0058,LA_E_5157216.wav,6
bonafide,target,LA_0013,LA_E_9968508.wav,6
spoofed,A10,LA_0032,LA_E_7092379.wav,1
bonafide,target,LA_0017,LA_E_5199825.wav,6
bonafide,target,LA_0034,LA_E_3852745.wav,6
spoofed,A10,LA_0010,LA_E_2696087.wav,8
spoofed,A13,LA_0039,LA_E_6221906.wav,0
bonafide,target,LA_0025,LA_E_7471911.wav,6
bonafide,target,LA_0040,LA_E_3609940.wav,4
spoofed,A17,LA_0042,LA_E_8771337.wav,7
bonafide,target,LA_0035,LA_E_1750371.wav,7
spoofed,A09,LA_0048,LA_E_1165571.wav,0
spoofed,A15,LA_0038,LA_E_6909335.wav,3
bonafide,target,LA_0002,LA_E_6445022.wav,8
bonafide,target,LA_0043,LA_E_2095975.wav,6
bonafide,target,LA_0001,LA_E_3661291.wav,8
spoofed,A09,LA_0020,LA_E_3382571.wav,3
spoofed,A14,LA_0013,LA_E_2832485.wav,0
bonafide,target,LA_0012,LA_E_5915979.wav,8
spoofed,A07,LA_0042,LA_E_1607246.wav,0
bonafide,target,LA_0004,LA_E_6007268.wav,7
bonafide,non-target,LA_0054,LA_E_3714461.wav,7
bonafide,target,LA_0017,LA_E_5317642.wav,7
bonafide,target,LA_0037,LA_E_8399265.wav,9
bonafide,target,LA_0031,LA_E_9313194.wav,3
bonafide,target,LA_0007,LA_E_7194628.wav,3
bonafide,target,LA_0005,LA_E_8021889.wav,5
bonafide,non-target,LA_0054,LA_E_8613760.wav,3
bonafide,target,LA_0047,LA_E_1330273.wav,6
bonafide,non-target,LA_0051,LA_E_7885522.wav,1
bonafide,non-target,LA_0061,LA_E_3956538.wav,7
bonafide,target,LA_0004,LA_E_8911840.wav,6
bonafide,non-target,LA_0055,LA_E_6481912.wav,7
bonafide,target,LA_0041,LA_E_3957220.wav,7
bonafide,non-target,LA_0050,LA_E_9789371.wav,9
bonafide,target,LA_0022,LA_E_5094290.wav,8
bonafide,non-target,LA_0053,LA_E_2968780.wav,8
bonafide,target,LA_0004,LA_E_6007268.wav,8
bonafide,target,LA_0017,LA_E_4202258.wav,8
bonafide,non-target,LA_0055,LA_E_6136041.wav,6
bonafide,target,LA_0045,LA_E_5867253.wav,7
bonafide,target,LA_0023,LA_E_6421290.wav,5
bonafide,target,LA_0035,LA_E_3321149.wav,8
bonafide,target,LA_0042,LA_E_5989655.wav,9
spoofed,A11,LA_0046,LA_E_3214417.wav,0
bonafide,target,LA_0002,LA_E_5138811.wav,2
bonafide,non-target,LA_0060,LA_E_6896422.wav,2
bonafide,target,LA_0017,LA_E_5943876.wav,7
bonafide,non-target,LA_0055,LA_E_4605793.wav,9
spoofed,A10,LA_0003,LA_E_8765201.wav,1
spoofed,A07,LA_0010,LA_E_4926870.wav,4
bonafide,target,LA_0038,LA_E_3248749.wav,8
spoofed,A19,LA_0019,LA_E_4028807.wav,1
bonafide,non-target,LA_0056,LA_E_9830496.wav,6
bonafide,non-target,LA_0067,LA_E_6348642.wav,8
bonafide,target,LA_0035,LA_E_8500615.wav,2
bonafide,non-target,LA_0056,LA_E_5282275.wav,6
bonafide,target,LA_0003,LA_E_2357550.wav,8
spoofed,A09,LA_0043,LA_E_6196004.wav,1
bonafide,target,LA_0037,LA_E_6693368.wav,1
bonafide,target,LA_0038,LA_E_6993403.wav,8
bonafide,target,LA_0011,LA_E_9717258.wav,8
bonafide,target,LA_0022,LA_E_5321810.wav,7
spoofed,A08,LA_0021,LA_E_3721297.wav,2
bonafide,non-target,LA_0063,LA_E_9777016.wav,8
bonafide,target,LA_0025,LA_E_4323202.wav,9
bonafide,target,LA_0027,LA_E_3846054.wav,8
spoofed,A08,LA_0009,LA_E_4873852.wav,1
bonafide,target,LA_0017,LA_E_9009960.wav,9
bonafide,target,LA_0005,LA_E_7438598.wav,3
bonafide,non-target,LA_0058,LA_E_9203884.wav,3
bonafide,non-target,LA_0055,LA_E_6481912.wav,7
spoofed,A10,LA_0040,LA_E_2710033.wav,1
bonafide,target,LA_0008,LA_E_3699466.wav,7
bonafide,non-target,LA_0068,LA_E_1370474.wav,3
bonafide,target,LA_0003,LA_E_1682343.wav,3
bonafide,target,LA_0041,LA_E_7464302.wav,1
bonafide,non-target,LA_0054,LA_E_3058816.wav,7
bonafide,target,LA_0033,LA_E_5818405.wav,6
bonafide,target,LA_0047,LA_E_3599657.wav,7
spoofed,A18,LA_0026,LA_E_6378191.wav,0
bonafide,target,LA_0036,LA_E_7839360.wav,4
spoofed,A18,LA_0023,LA_E_4948512.wav,1
bonafide,target,LA_0013,LA_E_3912691.wav,5
spoofed,A12,LA_0009,LA_E_2592477.wav,1
bonafide,non-target,LA_0057,LA_E_9034056.wav,4
spoofed,A08,LA_0021,LA_E_7468425.wav,0
spoofed,A10,LA_0017,LA_E_5005137.wav,6
spoofed,A17,LA_0006,LA_E_2195623.wav,2
bonafide,target,LA_0013,LA_E_6651738.wav,6
bonafide,target,LA_0047,LA_E_6372387.wav,6
bonafide,target,LA_0025,LA_E_3753496.wav,6
spoofed,A16,LA_0029,LA_E_6349154.wav,1
bonafide,target,LA_0045,LA_E_1093379.wav,8
bonafide,non-target,LA_0067,LA_E_2303581.wav,8
bonafide,target,LA_0001,LA_E_2154322.wav,3
bonafide,non-target,LA_0056,LA_E_2124225.wav,7
bonafide,target,LA_0002,LA_E_3098275.wav,6
bonafide,target,LA_0027,LA_E_2270210.wav,8
spoofed,A07,LA_0009,LA_E_2297455.wav,3
spoofed,A19,LA_0031,LA_E_1953513.wav,3
spoofed,A17,LA_0036,LA_E_3053820.wav,0
bonafide,target,LA_0040,LA_E_4628216.wav,3
bonafide,target,LA_0032,LA_E_7329908.wav,8
bonafide,target,LA_0024,LA_E_4148430.wav,8
spoofed,A17,LA_0039,LA_E_8083292.wav,1
bonafide,target,LA_0025,LA_E_9441315.wav,8
bonafide,non-target,LA_0058,LA_E_8131218.wav,6
bonafide,non-target,LA_0066,LA_E_5479419.wav,6
bonafide,non-target,LA_0068,LA_E_4022756.wav,7
bonafide,target,LA_0040,LA_E_1198906.wav,1
bonafide,target,LA_0048,LA_E_5743997.wav,7
spoofed,A13,LA_0001,LA_E_7328365.wav,0
bonafide,target,LA_0030,LA_E_5194251.wav,8
bonafide,target,LA_0005,LA_E_3031829.wav,7
bonafide,target,LA_0011,LA_E_6237159.wav,6
bonafide,non-target,LA_0061,LA_E_2098989.wav,8
spoofed,A11,LA_0038,LA_E_2887909.wav,0
spoofed,A14,LA_0020,LA_E_5152178.wav,0
bonafide,non-target,LA_0050,LA_E_1601873.wav,7
spoofed,A07,LA_0029,LA_E_6534033.wav,1
bonafide,target,LA_0009,LA_E_9928853.wav,3
bonafide,non-target,LA_0050,LA_E_6031167.wav,8
bonafide,target,LA_0042,LA_E_2509075.wav,9
bonafide,target,LA_0009,LA_E_4570967.wav,6
bonafide,target,LA_0014,LA_E_5723781.wav,0
bonafide,target,LA_0022,LA_E_5094290.wav,6
spoofed,A15,LA_0032,LA_E_3039524.wav,8
bonafide,target,LA_0002,LA_E_2427518.wav,6
bonafide,target,LA_0015,LA_E_1894268.wav,7
spoofed,A08,LA_0013,LA_E_2686437.wav,0
bonafide,non-target,LA_0066,LA_E_7570949.wav,8
bonafide,target,LA_0047,LA_E_5945714.wav,8
bonafide,non-target,LA_0060,LA_E_6543651.wav,8
bonafide,target,LA_0038,LA_E_4212502.wav,9
bonafide,non-target,LA_0051,LA_E_9606810.wav,8
bonafide,target,LA_0030,LA_E_4906680.wav,8
bonafide,target,LA_0033,LA_E_3030272.wav,6
spoofed,A07,LA_0025,LA_E_4577053.wav,3
bonafide,target,LA_0012,LA_E_5780087.wav,4
spoofed,A11,LA_0004,LA_E_2281942.wav,5
bonafide,target,LA_0008,LA_E_6384703.wav,6
bonafide,target,LA_0030,LA_E_4849025.wav,6
spoofed,A08,LA_0029,LA_E_4237222.wav,1
bonafide,non-target,LA_0057,LA_E_6474938.wav,3
spoofed,A17,LA_0022,LA_E_3450742.wav,6
spoofed,A14,LA_0018,LA_E_8601493.wav,3
bonafide,target,LA_0004,LA_E_7978316.wav,6
bonafide,target,LA_0004,LA_E_3657969.wav,9
bonafide,target,LA_0010,LA_E_1597011.wav,6
spoofed,A16,LA_0019,LA_E_3118482.wav,0
bonafide,non-target,LA_0060,LA_E_6286183.wav,7
bonafide,target,LA_0013,LA_E_3136426.wav,3
bonafide,target,LA_0023,LA_E_6894662.wav,6
bonafide,target,LA_0015,LA_E_2797984.wav,8
bonafide,target,LA_0035,LA_E_8710031.wav,6
bonafide,target,LA_0010,LA_E_7158477.wav,4
bonafide,target,LA_0003,LA_E_6007467.wav,4
bonafide,non-target,LA_0051,LA_E_4844148.wav,6
spoofed,A12,LA_0001,LA_E_9303100.wav,6
bonafide,target,LA_0010,LA_E_5535714.wav,6
spoofed,A07,LA_0047,LA_E_2516706.wav,3
bonafide,target,LA_0039,LA_E_1697236.wav,8
bonafide,target,LA_0044,LA_E_5334042.wav,2
bonafide,non-target,LA_0051,LA_E_5376768.wav,8
bonafide,non-target,LA_0063,LA_E_8863893.wav,6
bonafide,non-target,LA_0057,LA_E_2168860.wav,3
bonafide,non-target,LA_0050,LA_E_8513798.wav,6
spoofed,A13,LA_0003,LA_E_8605362.wav,0
spoofed,A16,LA_0011,LA_E_3118347.wav,4
bonafide,target,LA_0035,LA_E_8932014.wav,0
bonafide,target,LA_0010,LA_E_2915068.wav,6
bonafide,target,LA_0031,LA_E_9072595.wav,9
bonafide,non-target,LA_0061,LA_E_2340025.wav,6
bonafide,target,LA_0045,LA_E_4943653.wav,8
bonafide,target,LA_0013,LA_E_5839040.wav,6
bonafide,target,LA_0016,LA_E_1977950.wav,6
spoofed,A17,LA_0038,LA_E_4557836.wav,1
bonafide,target,LA_0036,LA_E_7028606.wav,7
spoofed,A11,LA_0025,LA_E_6322911.wav,0
spoofed,A10,LA_0011,LA_E_9442015.wav,6
bonafide,target,LA_0029,LA_E_3323277.wav,4
bonafide,target,LA_0037,LA_E_6847573.wav,6
spoofed,A18,LA_0038,LA_E_4809353.wav,1
bonafide,target,LA_0047,LA_E_2574797.wav,6
bonafide,target,LA_0033,LA_E_4739368.wav,4
spoofed,A10,LA_0013,LA_E_3710016.wav,5
spoofed,A13,LA_0035,LA_E_4088438.wav,0
bonafide,target,LA_0040,LA_E_9618740.wav,9
bonafide,target,LA_0012,LA_E_6247876.wav,4
bonafide,target,LA_0046,LA_E_9549887.wav,6
spoofed,A12,LA_0021,LA_E_2043425.wav,6
spoofed,A13,LA_0014,LA_E_8383120.wav,0
bonafide,target,LA_0040,LA_E_1458883.wav,6
bonafide,target,LA_0022,LA_E_2668537.wav,3
spoofed,A14,LA_0041,LA_E_8787864.wav,8
bonafide,non-target,LA_0056,LA_E_1409215.wav,9
bonafide,target,LA_0041,LA_E_8066774.wav,3
bonafide,non-target,LA_0059,LA_E_9506630.wav,6
spoofed,A13,LA_0026,LA_E_8444665.wav,0
bonafide,non-target,LA_0065,LA_E_9318500.wav,7
bonafide,target,LA_0004,LA_E_3270005.wav,6
bonafide,target,LA_0026,LA_E_3660356.wav,3
bonafide,non-target,LA_0055,LA_E_9195169.wav,6
spoofed,A12,LA_0016,LA_E_7990701.wav,6
bonafide,target,LA_0030,LA_E_7802977.wav,9
bonafide,non-target,LA_0050,LA_E_5986424.wav,3
spoofed,A11,LA_0002,LA_E_9094706.wav,0
spoofed,A07,LA_0011,LA_E_5180224.wav,7
bonafide,target,LA_0006,LA_E_5528316.wav,4
bonafide,target,LA_0044,LA_E_9751703.wav,9
bonafide,non-target,LA_0055,LA_E_4502555.wav,9
spoofed,A14,LA_0034,LA_E_4400810.wav,3
spoofed,A13,LA_0035,LA_E_6727051.wav,0
spoofed,A16,LA_0024,LA_E_5162642.wav,0
bonafide,target,LA_0002,LA_E_5780271.wav,3
bonafide,target,LA_0030,LA_E_7893685.wav,3
bonafide,target,LA_0031,LA_E_7943556.wav,9
spoofed,A14,LA_0039,LA_E_9635776.wav,7
bonafide,non-target,LA_0059,LA_E_9506630.wav,6
bonafide,non-target,LA_0061,LA_E_2353815.wav,6
spoofed,A12,LA_0024,LA_E_5608002.wav,3
spoofed,A18,LA_0043,LA_E_4025533.wav,0
bonafide,target,LA_0014,LA_E_9442725.wav,6
bonafide,target,LA_0035,LA_E_1353663.wav,7
bonafide,non-target,LA_0066,LA_E_1342706.wav,7
bonafide,target,LA_0015,LA_E_8919485.wav,7
bonafide,target,LA_0007,LA_E_4156068.wav,6
bonafide,non-target,LA_0053,LA_E_4148892.wav,7
bonafide,non-target,LA_0049,LA_E_6181258.wav,8
spoofed,A11,LA_0029,LA_E_7640552.wav,0
bonafide,non-target,LA_0066,LA_E_9848915.wav,7
bonafide,target,LA_0031,LA_E_1162721.wav,4
bonafide,non-target,LA_0058,LA_E_8042308.wav,6
bonafide,non-target,LA_0059,LA_E_5255380.wav,5
spoofed,A11,LA_0023,LA_E_8254261.wav,4
bonafide,target,LA_0012,LA_E_4867311.wav,4
bonafide,non-target,LA_0058,LA_E_9999993.wav,6
spoofed,A09,LA_0002,LA_E_9367367.wav,1
bonafide,target,LA_0040,LA_E_2070872.wav,4
bonafide,target,LA_0001,LA_E_5080812.wav,7
spoofed,A12,LA_0037,LA_E_1135265.wav,0
bonafide,non-target,LA_0054,LA_E_4146370.wav,8
bonafide,non-target,LA_0067,LA_E_5395163.wav,6
spoofed,A14,LA_0044,LA_E_7850546.wav,4
bonafide,target,LA_0042,LA_E_2509075.wav,4
spoofed,A08,LA_0033,LA_E_3977810.wav,0
bonafide,target,LA_0017,LA_E_2757974.wav,8
bonafide,target,LA_0011,LA_E_2893951.wav,6
bonafide,non-target,LA_0061,LA_E_3956538.wav,6
bonafide,non-target,LA_0056,LA_E_2993825.wav,6
bonafide,non-target,LA_0051,LA_E_5667435.wav,6
bonafide,non-target,LA_0064,LA_E_8255118.wav,9
bonafide,target,LA_0020,LA_E_2251526.wav,3
bonafide,non-target,LA_0058,LA_E_9710595.wav,6
bonafide,target,LA_0030,LA_E_7442247.wav,3
spoofed,A12,LA_0029,LA_E_2287590.wav,6
spoofed,A15,LA_0042,LA_E_6605148.wav,6
bonafide,target,LA_0008,LA_E_4890069.wav,6
spoofed,A18,LA_0013,LA_E_8283636.wav,0
bonafide,target,LA_0027,LA_E_6881396.wav,7
bonafide,target,LA_0013,LA_E_4228242.wav,7
bonafide,target,LA_0042,LA_E_9738502.wav,5
bonafide,target,LA_0047,LA_E_6945617.wav,7
bonafide,target,LA_0014,LA_E_6505113.wav,3
spoofed,A17,LA_0020,LA_E_1602864.wav,0
spoofed,A18,LA_0025,LA_E_4499895.wav,0
spoofed,A16,LA_0022,LA_E_7568738.wav,2
bonafide,target,LA_0039,LA_E_1823006.wav,2
bonafide,non-target,LA_0049,LA_E_5376572.wav,8
spoofed,A17,LA_0028,LA_E_9982784.wav,0
bonafide,target,LA_0024,LA_E_1789742.wav,9
spoofed,A14,LA_0019,LA_E_5895906.wav,4
bonafide,non-target,LA_0066,LA_E_9005251.wav,7
bonafide,target,LA_0035,LA_E_8544944.wav,7
spoofed,A14,LA_0013,LA_E_5587153.wav,8
spoofed,A12,LA_0002,LA_E_9178136.wav,6
spoofed,A18,LA_0012,LA_E_9559310.wav,0
bonafide,non-target,LA_0051,LA_E_5796726.wav,9
spoofed,A14,LA_0016,LA_E_8818382.wav,0
bonafide,target,LA_0037,LA_E_7830324.wav,7
bonafide,target,LA_0041,LA_E_7269861.wav,2
bonafide,target,LA_0013,LA_E_8689459.wav,7
spoofed,A13,LA_0002,LA_E_4283629.wav,0
bonafide,target,LA_0019,LA_E_3278126.wav,7
bonafide,non-target,LA_0053,LA_E_9722693.wav,7
bonafide,target,LA_0007,LA_E_7194628.wav,7
bonafide,target,LA_0009,LA_E_4355513.wav,6
bonafide,non-target,LA_0052,LA_E_3839327.wav,6
bonafide,target,LA_0039,LA_E_1823006.wav,3
bonafide,non-target,LA_0060,LA_E_4660937.wav,6
bonafide,non-target,LA_0066,LA_E_7694653.wav,6
spoofed,A14,LA_0010,LA_E_7918112.wav,0
bonafide,target,LA_0047,LA_E_8598615.wav,7
bonafide,target,LA_0009,LA_E_9721785.wav,8
spoofed,A15,LA_0034,LA_E_4175669.wav,4
bonafide,target,LA_0027,LA_E_1235225.wav,7
bonafide,target,LA_0038,LA_E_6993403.wav,6
spoofed,A15,LA_0017,LA_E_6423590.wav,3
bonafide,target,LA_0005,LA_E_4915224.wav,0
spoofed,A19,LA_0004,LA_E_5415632.wav,4
bonafide,target,LA_0035,LA_E_3321149.wav,8
bonafide,target,LA_0007,LA_E_6775846.wav,5
bonafide,target,LA_0023,LA_E_2243145.wav,3
spoofed,A14,LA_0002,LA_E_1074998.wav,4
spoofed,A10,LA_0033,LA_E_1079389.wav,5
bonafide,target,LA_0003,LA_E_3581006.wav,6
bonafide,target,LA_0016,LA_E_7202848.wav,5
bonafide,target,LA_0023,LA_E_4493099.wav,6
bonafide,non-target,LA_0052,LA_E_6310132.wav,5
spoofed,A07,LA_0044,LA_E_1372748.wav,2
spoofed,A18,LA_0042,LA_E_7175416.wav,4
bonafide,non-target,LA_0053,LA_E_2205883.wav,7
bonafide,target,LA_0034,LA_E_3821380.wav,7
bonafide,target,LA_0040,LA_E_5481260.wav,3
bonafide,non-target,LA_0052,LA_E_9957629.wav,8
bonafide,target,LA_0002,LA_E_7617702.wav,7
bonafide,non-target,LA_0059,LA_E_1636866.wav,9
spoofed,A18,LA_0038,LA_E_7813429.wav,0
bonafide,target,LA_0001,LA_E_8858635.wav,1
bonafide,target,LA_0035,LA_E_2340076.wav,5
bonafide,non-target,LA_0065,LA_E_7610239.wav,4
bonafide,target,LA_0004,LA_E_5518953.wav,4
bonafide,target,LA_0047,LA_E_1300127.wav,4
bonafide,target,LA_0046,LA_E_2992000.wav,3
spoofed,A12,LA_0045,LA_E_2212077.wav,6
spoofed,A08,LA_0028,LA_E_2431656.wav,0
spoofed,A14,LA_0045,LA_E_8443755.wav,6
spoofed,A07,LA_0039,LA_E_5246322.wav,3
bonafide,target,LA_0001,LA_E_8858635.wav,6
spoofed,A18,LA_0001,LA_E_8060058.wav,3
bonafide,target,LA_0032,LA_E_1558666.wav,5
bonafide,non-target,LA_0053,LA_E_3541477.wav,6
spoofed,A16,LA_0020,LA_E_6083042.wav,3
bonafide,target,LA_0007,LA_E_5209836.wav,5
bonafide,target,LA_0003,LA_E_6338591.wav,3
bonafide,target,LA_0043,LA_E_6486751.wav,5
bonafide,non-target,LA_0068,LA_E_2790922.wav,4
bonafide,target,LA_0029,LA_E_1261067.wav,0
bonafide,target,LA_0019,LA_E_7318739.wav,6
spoofed,A18,LA_0004,LA_E_9815644.wav,3
spoofed,A14,LA_0023,LA_E_9503906.wav,5
bonafide,target,LA_0012,LA_E_4870741.wav,6
bonafide,target,LA_0023,LA_E_3398194.wav,0
bonafide,target,LA_0009,LA_E_2013931.wav,6
spoofed,A10,LA_0012,LA_E_8772447.wav,5
bonafide,target,LA_0003,LA_E_8267790.wav,6
bonafide,target,LA_0033,LA_E_6592171.wav,6
bonafide,non-target,LA_0053,LA_E_8004101.wav,5
bonafide,non-target,LA_0050,LA_E_4903415.wav,0
bonafide,target,LA_0027,LA_E_7340037.wav,6
bonafide,target,LA_0048,LA_E_5641828.wav,5
spoofed,A12,LA_0043,LA_E_4687742.wav,5
bonafide,target,LA_0015,LA_E_2912526.wav,3
spoofed,A19,LA_0021,LA_E_2533280.wav,3
spoofed,A10,LA_0036,LA_E_3138627.wav,5
spoofed,A16,LA_0024,LA_E_9766834.wav,0
bonafide,target,LA_0034,LA_E_4907677.wav,6
spoofed,A16,LA_0001,LA_E_7710872.wav,0
bonafide,target,LA_0020,LA_E_5230985.wav,6
bonafide,non-target,LA_0050,LA_E_4591021.wav,3
spoofed,A15,LA_0023,LA_E_8062465.wav,6
bonafide,non-target,LA_0065,LA_E_5013670.wav,4
bonafide,target,LA_0002,LA_E_9112290.wav,6
bonafide,target,LA_0046,LA_E_7606058.wav,4
bonafide,target,LA_0029,LA_E_6102158.wav,6
bonafide,target,LA_0038,LA_E_3248749.wav,5
spoofed,A19,LA_0011,LA_E_9721086.wav,3
bonafide,non-target,LA_0058,LA_E_9020394.wav,8
bonafide,non-target,LA_0055,LA_E_9195169.wav,9
bonafide,target,LA_0046,LA_E_2937245.wav,3
spoofed,A14,LA_0022,LA_E_7295868.wav,3
bonafide,target,LA_0013,LA_E_2388509.wav,7
bonafide,non-target,LA_0059,LA_E_8555692.wav,3
bonafide,target,LA_0006,LA_E_2460090.wav,6
bonafide,target,LA_0022,LA_E_9617251.wav,7
bonafide,target,LA_0003,LA_E_9321526.wav,6
spoofed,A17,LA_0002,LA_E_2634713.wav,6
bonafide,target,LA_0020,LA_E_6794649.wav,6
bonafide,non-target,LA_0049,LA_E_7705713.wav,7
bonafide,target,LA_0030,LA_E_6244201.wav,1
spoofed,A07,LA_0023,LA_E_8758966.wav,3
spoofed,A10,LA_0011,LA_E_1179559.wav,8
bonafide,target,LA_0041,LA_E_3762579.wav,8
bonafide,target,LA_0019,LA_E_6230405.wav,3
spoofed,A07,LA_0033,LA_E_6686915.wav,4
bonafide,non-target,LA_0061,LA_E_1216150.wav,3
